,full_text,hashtags,retweets,geo,tags
248,"She represents Helmand - a province that’s currently the scene of heavy fighting and mass displacement. 

It’s also one of the poorest provinces in Afghanistan, yet despite all this she decides to focus on superimposing “Dari” onto Persians (even though she isn’t even Persian).",set(),0,,"[('Helmand', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
249,"🚨🇬🇷 In #Greek social networks, rumors are circulating that the Turkish PMC SADAT is recruiting refugees from Syria, Afghanistan &amp; Libya on the island of #Lesbos for transfer to the training camps in Northern Syria to go fight in #Azerbaijan. 200 such persons have been recruited.","{'Greek', 'Azerbaijan', 'Lesbos'}",9,,"[('Syria', 'LOCATION'), ('Afghanistan', 'LOCATION'), ('Libya', 'LOCATION'), ('Northern', 'LOCATION'), ('Syria', 'LOCATION'), ('Azerbaijan', 'LOCATION')]"
250,"Sam Power talkin’ about refugee policy and making sure people that worked with the Americans in Iraq and Afghanistan, sure is somethin.",set(),1,,"[('Sam', 'PERSON'), ('Power', 'PERSON'), ('Iraq', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
251,@edfischman @briebriejoy @BadFaithPod The ‘79 energy crisis won Ronnie the world b/c ppl had to wait in line to fill up their tank.,set(),0,,"[('Ronnie', 'PERSON')]"
252,"@trap_itsa @briebriejoy @BadFaithPod It was a factor. The whole Iran crisis. Afghanistan, Stagflation.

There were political twists, too. Moral Majority helped flip the South. Right-wing supporters of Greater Israel (I refuse to call that Zionism) really hurt Carter in NY, CT and NJ.",set(),0,,"[('Iran', 'LOCATION'), ('Afghanistan', 'LOCATION'), ('South', 'LOCATION'), ('Israel', 'LOCATION'), ('Carter', 'PERSON')]"
253,"There are 2.5 million registered refugees from Afghanistan globally, making them the second biggest population of displaced peoples in the world, yet it’s the official policy of many EU countries to forcibly deport Afghans back to Kabul. https://t.co/2G2tsbfEaw",set(),35,,"[('Afghanistan', 'LOCATION'), ('EU', 'LOCATION'), ('Kabul', 'LOCATION')]"
254,Look how utterly fucking derranged these people are https://t.co/OiPahHQvq2,set(),11,,[]
255,Where to start? Possibly by pointing out that Afghanistan isn't a very LGBT friendly country? Indeed I know one lesbian refugee in the UK whose trans sister also had to flee. Fortunately the sister went to Canada.,set(),2,,"[('Afghanistan', 'LOCATION'), ('UK', 'LOCATION'), ('Canada', 'LOCATION')]"
256,"8 years ago! It really doesn’t seem that long ago!

Time’s were hard but simple and bonds were made that regardless of the time spent apart today will never be broken.

#ThrowbackThursday #Afghanistan #war https://t.co/oYgpiA0gES","{'ThrowbackThursday', 'Afghanistan', 'war'}",0,,"[('Afghanistan', 'LOCATION')]"
257,"Extraordinary photos of Afghanistan and Australia from ⁦⁦@MuzafAli⁩, a former refugee and tireless advocate for refugee education https://t.co/WedFYtoGzq",set(),1,,"[('Afghanistan', 'LOCATION'), ('Australia', 'LOCATION')]"
258,Afghanistan conflict: The families caught in crossfire on Helmand front line https://t.co/r8HHoinxdw,set(),14,,"[('Afghanistan', 'LOCATION'), ('Helmand', 'LOCATION')]"
259,"""I denounce white supremacy,"" Pres. Trump tells @SavannahGuthrie at #TrumpTownHall. https://t.co/wPfGEhcp8P",{'TrumpTownHall'},98,,"[('Trump', 'PERSON'), ('SavannahGuthrie', 'PERSON')]"
260,"the disease had officially had killed 200,000 people in the US a number more than the Revolutionary War, the War of 1812, the Mexican-American War, the Spanish-American War, World War I, the Korean War, Vietnam War, the Gulf War, the Afghanistan War, and the Iraq War combined",set(),0,,"[('US', 'LOCATION')]"
261,"""The only difference this time is that we were ready because we didn't trust the government as much as we did in 2016,"" says Keramullah. ""This time we knew if an attack came, the government couldn't hold out."" https://t.co/cDHHpKFkCa",set(),0,,"[('Keramullah', 'PERSON')]"
262,"Australian Defence Force orders ban on destruction of evidence from Afghanistan war, as inquiry into alleged war crimes nears end - ABC News from ⁦@DanielMOakes⁩  https://t.co/fSPfEZoCgP",set(),1,,"[('Defence', 'ORGANIZATION'), ('Force', 'ORGANIZATION'), ('Afghanistan', 'LOCATION')]"
263,Afghanistan conflict: The families caught in crossfire on Helmand front line – #NewsEverything #Asia https://t.co/KS1lh54PNo,"{'Asia', 'NewsEverything'}",0,,"[('Afghanistan', 'LOCATION'), ('Helmand', 'LOCATION'), ('Asia', 'LOCATION')]"
264,"""Hezb-e-Islami is ready for direct talks with the Taliban, as well as for partnership and cooperation. We believe that if these two groups join hands, the crisis in Afghanistan will end soon and no force will be able to stand against it.""

https://t.co/XSJyVjeKL3",set(),1,,"[('Hezb-e-Islami', 'ORGANIZATION'), ('Taliban', 'ORGANIZATION'), ('Afghanistan', 'LOCATION')]"
265,"""We begged them not to shoot us - to let us go and then do whatever you want to each other.""                                      Afghanistan conflict: The families caught in crossfire on Helmand front line https://t.co/853xh9yAsd",set(),0,,"[('Afghanistan', 'LOCATION'), ('Helmand', 'LOCATION')]"
266,Afghanistan conflict: The families caught in crossfire on Helmand front line https://t.co/eiDAGUiq2Z https://t.co/zWQfn9sbUi https://t.co/hhOKSXmLcf,set(),0,,"[('Afghanistan', 'LOCATION'), ('Helmand', 'LOCATION')]"
267,"It’s really something to see these Aussie posters inside the Grand Courts of the @ArtGalleryofNSW 

I want to thank everyone at AGNSW. While it’s a thrill to see these posters in the gallery, I intend to keep putting them up in the street for as long as I’m able. https://t.co/FRSUSFmyUU",set(),328,,"[('AGNSW', 'ORGANIZATION')]"
268,"Educator Tracey Brown in Kissimmee, FL tells her students “I have a right to dislike blacks” because a gang attacked her. 

 https://t.co/zj35ZAHPLc",set(),456,,"[('Tracey', 'PERSON'), ('Brown', 'PERSON'), ('Kissimmee', 'LOCATION'), ('FL', 'LOCATION')]"
269,"🇦🇫 Congratulations Summia Tora: a refugee, and 2020 graduate of @earlhamcollege who now started postgraduate studies at @UniofOxford as #Afghanistan's 1st Rhodes Scholar! Summia plans to pursue coursework in refugee studies, forced migration, and social entrepreneurship. #GoGirl https://t.co/hCqDBhrxhs","{'Afghanistan', 'GoGirl'}",23,,"[('Afghanistan', 'LOCATION')]"
270,"Another solid achievement by the BJP government. 

Even Pakistan and Afghanistan handled Covid better than India. https://t.co/C2kILrvWUG",set(),15265,,"[('BJP', 'ORGANIZATION'), ('Pakistan', 'LOCATION'), ('Afghanistan', 'LOCATION'), ('India', 'LOCATION')]"
271,@notcapnamerica That is so weird because the Taliban tried to kill me in Afghanistan but when I meet refugees from Afghanistan I don't hate them...,set(),0,,"[('Taliban', 'ORGANIZATION'), ('Afghanistan', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
272,Afghanistan conflict: The families caught in crossfire on Helmand front line https://t.co/p1yapAaajh https://t.co/cIZf0fa6JR,set(),0,,"[('Afghanistan', 'LOCATION'), ('Helmand', 'LOCATION')]"
273,Afghanistan conflict: The families caught in crossfire on Helmand front line https://t.co/AKaqxnH7oN https://t.co/Uo4TRgd423,set(),0,,"[('Afghanistan', 'LOCATION'), ('Helmand', 'LOCATION')]"
274,"“Life changed into chaos at once”

35,000 lives in fact.  https://t.co/5MdUg6gZRR",set(),1,,[]
275,"Had the BJP govt listened to @RahulGandhi's warning in Feb &amp; taken the Covid crisis seriously, India's covid response wouldn't have been so bad. Under the @INCIndia govt, India's economy competed with China. Under the BJP, even Bangladesh, Pak &amp; Afghanistan are overtaking India!",set(),270,,"[('BJP', 'ORGANIZATION'), ('RahulGandhi', 'PERSON'), ('India', 'LOCATION'), ('India', 'LOCATION'), ('China', 'LOCATION'), ('BJP', 'ORGANIZATION'), ('Bangladesh', 'LOCATION'), ('Pak', 'PERSON'), ('Afghanistan', 'LOCATION'), ('India', 'LOCATION')]"
276,"Remembering Liaquat Ali Khan on his death anniversary. He was a statesman, lawyer, political theorist and 1st Prime Minister of Pakistan. He helped and settled 9 million refugees. He was assassinated by Afghan Terrorist Said Akbar after which Pakistan faced many hardships. https://t.co/G6GGNldVGC",set(),303,,"[('Liaquat', 'PERSON'), ('Ali', 'PERSON'), ('Khan', 'PERSON'), ('Pakistan', 'LOCATION'), ('Pakistan', 'LOCATION')]"
277,"""The socio-economic impacts due to #COVID__19 have been absolutely massive"". The rising needs has led to an additional 3 million people being added into WFP's response in Afghanistan 🇦🇫. Our Dep. Country Director Parvathy Ramaswami spoke to @Telegraph  https://t.co/7J47IYI3h7",{'COVID__19'},5,,"[('WFP', 'ORGANIZATION'), ('Afghanistan', 'LOCATION'), ('Parvathy', 'PERSON'), ('Ramaswami', 'PERSON')]"
278,"https://t.co/62hTUtO7CI  Rahul Gandhi slams Centre over COVID-19 handling, says Pakistan, Afghanistan did it better https://t.co/sLjzcSPDWY",set(),0,,"[('Rahul', 'PERSON'), ('Gandhi', 'PERSON'), ('Pakistan', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
279,"MINISTER PAYNE MUST GO OR BE SACKED COVERED UP BIAK ISLAND MASSACRE 6TH JULY documents don't lie   Australian Defence Force orders ban on destruction of evidence from Afghanistan war, as inquiry into alleged war crimes nears end - ABC News https://t.co/2RRCvGAeA2 https://t.co/FVFxWaLah1",set(),1,,"[('PAYNE', 'PERSON'), ('BIAK', 'LOCATION'), ('ISLAND', 'LOCATION'), ('Afghanistan', 'LOCATION'), ('ABC', 'ORGANIZATION'), ('News', 'ORGANIZATION')]"
280,"Morrison government lies acts criminally and cover up war crimes by Indonesian military police in West Papua too  Australian Defence Force orders ban on destruction of evidence from Afghanistan war, as inquiry into alleged war crimes nears end - ABC News https://t.co/2RRCvGAeA2",set(),0,,"[('Morrison', 'PERSON'), ('Defence', 'ORGANIZATION'), ('Force', 'ORGANIZATION'), ('Afghanistan', 'LOCATION'), ('ABC', 'ORGANIZATION'), ('News', 'ORGANIZATION')]"
281,"It's #WorldFoodDay!
Most Europeans think that providing safe and healthy food is a priority, and so do we!
With our #EUGreenDeal &amp; #EUFarm2Fork Strategy, we will:
🚜 Support farmers
🧪 Cut pesticides by 50%
🌾 Increase organic farmed land by 25%
More here: https://t.co/1WTVWzoc8H https://t.co/4eMeTjEMdV","{'WorldFoodDay', 'EUGreenDeal', 'EUFarm2Fork'}",170,,[]
282,"Quite the @UNICEF @Refugees line up!!! 

Had forgotten to share! 

We are proud to work together on our Blueprint for Joint Action to deliver education, Walter &amp;sanitation, and child protection to refugees . 👏 https://t.co/VmqIw10Y9x",set(),5,,"[('UNICEF', 'ORGANIZATION'), ('Blueprint', 'ORGANIZATION'), ('for', 'ORGANIZATION'), ('Joint', 'ORGANIZATION'), ('Action', 'ORGANIZATION'), ('Walter', 'PERSON')]"
283,"@EU_Commission After 40 years of war, natural disasters &amp; persistent poverty, #COVID19 has thrown Afghanistan into an unprecedented health, social &amp; economic crisis. Despite challenges, people need humanitarian assistant  fundraising for Afghan children, women https://t.co/rzaig0Qtji",{'COVID19'},0,,"[('Afghanistan', 'LOCATION')]"
284,"@DominiqueHyde @UNICEF @Refugees @LeilaPakkala @CharlottePetriG @jorgeolague @RelanoMeritxell @annika_sandlund After 40 years of war, natural disasters &amp; persistent poverty, #COVID19 has thrown Afghanistan into an unprecedented health, social &amp; economic crisis. Despite challenges, people need humanitarian assistant  fundraising for Afghan children, women. https://t.co/Pa9O4lQpZ4",{'COVID19'},0,,"[('UNICEF', 'ORGANIZATION'), ('Afghanistan', 'LOCATION')]"
285,"Half of Afghanistan’s 30 million people are under 18. They are exposed to extreme situations of violence and abuse due to ongoing fighting, displacement, a poor economy, and harmful social norms and practices.",set(),0,,"[('Afghanistan', 'LOCATION')]"
286,I’m also suspicious of the involvement of @FordFoundation &amp; MacArthur @macfound in the #EndSARSProtest I don’t like to see foreign entities meddling in the internal affairs of my country.  There’s enough potential for trouble in the forthcoming US elections. Why not go there?,{'EndSARSProtest'},25,,"[('MacArthur', 'ORGANIZATION'), ('US', 'LOCATION')]"
287,"Australian Defence Force orders ban on destruction of evidence from Afghanistan war, as inquiry into alleged war crimes nears end via /r/nottheonion https://t.co/PRIHN55BcU https://t.co/uDtpleQ7LX",set(),0,,"[('Defence', 'ORGANIZATION'), ('Force', 'ORGANIZATION'), ('Afghanistan', 'LOCATION')]"
288,Very true https://t.co/OcWAILXRw0,set(),1,,[]
289,"@PeterDrewArts @ArtGalleryofNSW Working at Vinnies Migrant &amp; Refugee Centre with a man who came from Afghanistan as refugee a few years ago.

He’s super proud of these posters and the long history of Afghan Aussies.",set(),0,,"[('Vinnies', 'ORGANIZATION'), ('Migrant', 'ORGANIZATION'), ('&', 'ORGANIZATION'), ('amp', 'ORGANIZATION'), ('Afghanistan', 'LOCATION')]"
290,"Soviet withdrawal from #Afghanistan. 
""In the friendship of peoples is our strength"". 
#USSR
*Notice the missing road wheel.
🇷🇺
#Armor #Afghanistan #war https://t.co/4us3lMnuCa","{'Afghanistan', 'Armor', 'USSR', 'war'}",1,,"[('Afghanistan', 'LOCATION'), ('USSR', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
291,"@kennels1 Bullshit, Foreign wars and problems don't effect you.
Here's mine.
Born in 1990 
USSR collapses
Yugoslavia Wars
Irag and Afghanistan wars 
08 banks collapses 
refugees crisis
2020 pandemic and economic collapse",set(),0,,"[('USSR', 'LOCATION'), ('Yugoslavia', 'LOCATION'), ('Wars', 'LOCATION'), ('Irag', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
292,"""We just want the war to end. If the government can take control of the area it should run operations so we can return to our homes, but if they can't do that, they should leave the area for the Taliban so we can continue our lives there.”
 https://t.co/dSDby5cULc",set(),1,,"[('Taliban', 'ORGANIZATION')]"
293,"We're helping build a brighter 💡🔆 future for 150 families in Afghanistan. 

@UNHCRAfg is distributing solar panels - giving people access to their own sustainable energy ⚡️ https://t.co/qqoLJ8urKR",set(),10,,"[('Afghanistan', 'LOCATION')]"
294,"""They Fight We Die""

I spoke with #Helmand residents caught in crossfires cheated death leaving everything behind just to survive &amp; save their families.

And it is not the first time - thousands of houses, gardens &amp; animals turned in to ashes, once again.

https://t.co/REMGVIg0iH https://t.co/XhrcFrRW8S",{'Helmand'},7,,"[('Helmand', 'LOCATION')]"
295,"No aspect of #Islam left uncontrolled by #China govt, this time on hajj. Endless encroachments on #religiousfreedom, identity, dom and intl #humanrights law. https://t.co/imRxvyGBH0. https://t.co/W2HmzZUdj9","{'Islam', 'religiousfreedom', 'humanrights', 'China'}",35,,"[('China', 'LOCATION')]"
296,"Sunset image ⬆️ is taken by Keramullah a 19 years old resident of Chah-e Anjeer in #Nadali district. He left his car, livestocks and goods in their big garden which is now turned in to a stronghold of ""the #Afghan Army, if not the #Taliban.
Read more here:
https://t.co/REMGVIg0iH","{'Taliban', 'Nadali', 'Afghan'}",1,,"[('Keramullah', 'PERSON'), ('Nadali', 'LOCATION'), ('Afghan', 'ORGANIZATION'), ('Army', 'ORGANIZATION'), ('Taliban', 'ORGANIZATION')]"
297,"Take an Afghanistan identity card and passport is a big dream for Afghan refugees in Iran
#رویای_بزرگ_برای_مهاجرین_افغان
#کاهش_هزینه_تذکره_پاسپورت_کنسولی https://t.co/RfkpmeqItN","{'کاهش_هزینه_تذکره_پاسپورت_کنسولی', 'رویای_بزرگ_برای_مهاجرین_افغان'}",3,,"[('Afghanistan', 'LOCATION'), ('Iran', 'LOCATION')]"
298,"It is deeply concerning to see the devastating impact of #COVID19 in Afghanistan - as livelihoods are destroyed and 5 million people are unable to feed themselves.
 
The country needs urgent support. #WorldFoodDay
https://t.co/lCet3UH09n","{'WorldFoodDay', 'COVID19'}",4,,"[('Afghanistan', 'LOCATION')]"
299,"Trucks full of Core Relief Items will be dispatched to Lashkar Gah for distribution in #Helmand this afternoon. @UNHCRAfg and partners have started
Protection cash distribution this morning, reaching out to those extremely vulnerable on the ground. More support is needed. https://t.co/Tu1g454hDj",{'Helmand'},11,,"[('Lashkar', 'ORGANIZATION'), ('Gah', 'ORGANIZATION'), ('Helmand', 'LOCATION')]"
300,Eradicating corruption and nepotism https://t.co/Oiv1z8cn4c,set(),5,,[]
301,"Adapt,
Survive,
Think Differently

This is the story of #Afghanistan-based CBMHP (IAM) and how they implemented this motto to respond to  #COVID__19. More here 👇in this week's #Covid19StoriesofChange
https://t.co/BpSn0rA0Uk","{'Afghanistan', 'COVID__19', 'Covid19StoriesofChange'}",0,,[]
302,"Thank you LIBERTARIANS. We are getting it all done, and FAST! VOTE TRUMP!!!",set(),14281,,[]
303,"@EagleEye____ @FordFoundation @macfound Foreign intervention, interference &amp;meddling in d affairs of countries like Libya, Somalia, Syria, Yemen, Iraq &amp;Afghanistan have yielded neither peace nor development in those countries. They create refugees &amp; suffering.Those who do not learn from history are doomed to repeat it.",set(),1,,"[('Libya', 'LOCATION'), ('Somalia', 'LOCATION'), ('Syria', 'LOCATION'), ('Yemen', 'LOCATION'), ('Iraq', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
304,@UNHCRAfg @Refugees @BurenCaroline @unafghanistan @UNHCRgov @mfa_afghanistan @MoRRAfg @UNHCRAsia @OCHAAfg @OCHAAsiaPac @RefugeesMedia Aren't the un just a bunch of criminals,set(),0,,[]
305,"Trumps red wave is the blood of 200k dead Americans. Wait, two hundred and twenty thousand dead Americans now. TWO HUNDRED AND TWENTY THOUSAND.  More than the Korean war, Vietnam war,  first gulf war, iraq war, Afghanistan war all combined. And we've been in Afghanistan 20 years.",set(),0,,"[('Vietnam', 'LOCATION'), ('Afghanistan', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
306,"@phunt72 @Niall001 @Frel_ @nevillebagnall @Muinchille @Ros_Aodha @DefenceIreland @pmakela1 It does, and it’s in NATO.",set(),0,,"[('NATO', 'ORGANIZATION')]"
307,@KeohaneDan @Niall001 @Frel_ @nevillebagnall @Muinchille @Ros_Aodha @DefenceIreland @pmakela1 Exactly and has a crisis management unit that serves in Afghanistan. People from Iceland can also serve in the Norwegian army under a reciprocal arrangement,set(),0,,"[('Afghanistan', 'LOCATION'), ('Iceland', 'LOCATION')]"
308,"@SkyZamaray @MichaelKugelman why are some jobless afghans so worried and interested in Pakistan, Helmand is under attack, The Americans are leaving, and yet you are more interested in Pakistan?",set(),0,,"[('Pakistan', 'LOCATION'), ('Helmand', 'LOCATION'), ('Pakistan', 'LOCATION')]"
309,@UNHCRAfg @BurenCaroline @RefugeesMedia @MoRRAfg @UNHCRAsia @Refugees @unafghanistan @UNHCRgov @mfa_afghanistan @OCHAAfg @IndrikaRatwatte @UNHCRAfg @BurenCaroline that's great news as because they need it surely...,set(),0,,[]
310,@UNHCRAfg @GulwaliP @BurenCaroline @RefugeesMedia @MoRRAfg @UNHCRAsia @Refugees @unafghanistan @UNHCRgov @mfa_afghanistan @OCHAAfg @IndrikaRatwatte UNHCR needs to sort out rather than providing shelter they don't want this they need to be in their houses because of people Afghanistan is in this situation.,set(),0,,"[('UNHCR', 'ORGANIZATION'), ('Afghanistan', 'LOCATION')]"
311,@UNHCRAfg @GulwaliP @BurenCaroline @RefugeesMedia @MoRRAfg @UNHCRAsia @Refugees @unafghanistan @UNHCRgov @mfa_afghanistan @OCHAAfg @IndrikaRatwatte We don't want charity we want peace,set(),0,,[]
312,"@fhzadran Pakistan literally host about 3 million official &amp; unofficial Afghan refugees.

Pakistan gifted a 24 million dollar hospital to the people of Afghanistan, just recently, I mean your rhetoric might get you likes or whatever but the reality is far from it.",set(),14,,"[('Pakistan', 'LOCATION'), ('Pakistan', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
313,"@Timurfrom @SkyZamaray @MichaelKugelman He’s a refugee he’s living on taxpayer money in America no shame, can’t go back into Afghanistan",set(),0,,"[('America', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
314,"Are UK physicians seriously unaware of what happened over the last 25 years in North America? Do they not realize they are replicating our massive, uncontrolled experiment—one of our greatest-ever failures as a profession—on their own population?",set(),50,,"[('UK', 'LOCATION'), ('North', 'LOCATION'), ('America', 'LOCATION')]"
315,@UNHCRAfg @BurenCaroline @Refugees @unafghanistan @UNHCRgov @mfa_afghanistan @MoRRAfg @UNHCRAsia @OCHAAfg @OCHAAsiaPac @RefugeesMedia We don’t need you aids we have everything but please leave us alone we will provide everything for people. We don’t want your charities and other companies we want peace Afghanistan. Our people will find them job once you people leave them alone.,set(),0,,"[('Afghanistan', 'LOCATION')]"
316,GREAT NEWS: South Dakota's unemployment rate dropped down to 4.1% for September!,set(),14979,,"[('South', 'LOCATION'), ('Dakota', 'LOCATION')]"
317,TODAY: How do we foster multigenerational wealth and environmental equity? And ensure that the brunt of the Covid-19 economic fallout isn't felt by Black and Hispanic communities? @TDBank_US' Girish Ganesan opens our #BloombergEquality program at 12 PM ET. https://t.co/pSQ3GHf8Jo https://t.co/lEUVi6nalc,{'BloombergEquality'},11,,"[('Girish', 'PERSON'), ('Ganesan', 'PERSON')]"
318,"@BloombergLive @business @TDBank_US After 40 years of war, natural disasters &amp; persistent poverty, #COVID19 has thrown Afghanistan into an unprecedented health, social &amp; economic crisis. Despite challenges, people need humanitarian assistant  fundraising for Afghan children and women. https://t.co/lVYsHblbLL",{'COVID19'},0,,"[('Afghanistan', 'LOCATION')]"
319,"@HKrassenstein @realDonaldTrump As a libertarian, there is no argument you can make, no position you can take, and no righteousness you can fake that will get me to vote for anyone with as much blood on their hands as Joe Biden.",set(),1,,"[('Joe', 'PERSON'), ('Biden', 'PERSON')]"
320,"@HKrassenstein @realDonaldTrump Drug War, Afghanistan war, Iraq war, Patriot act, Libya, Syria, Drone strikes in several countries; millions of lives have been lost and destroyed around the world with his consent and approval.  Joe Biden deserves a war crimes tribunal, not the White House.",set(),0,,"[('Afghanistan', 'LOCATION'), ('Iraq', 'LOCATION'), ('Libya', 'LOCATION'), ('Syria', 'LOCATION'), ('Joe', 'PERSON'), ('Biden', 'PERSON'), ('White', 'ORGANIZATION'), ('House', 'ORGANIZATION')]"
321,The NUMBER ONE priority is to get Trump out of office. HE HAS TO GO. We can't allow this man to continue to try and DIVIDE US. The people that have the most responsibility and should be SCARED TO DEATH of this man are white people. WE ARE ON THE VERGE OF A RACE WAR.,set(),2596,,"[('Trump', 'PERSON'), ('US', 'LOCATION')]"
322,"@RedCharlotte_ @Kurfufel Won is such a relative term, we literally just killed and tortured a generation of people and taught everyone in those nations to resent us for fucking their country up. 

Secondly if we won, why are we still there nearly 20 years later?",set(),0,,[]
323,"""We just want the war to end. If govt can take control of the area it should run operations so we can return to our homes. But if they can't do that,they should leave the area for Taliban so we can continue our lives there. They fight and we die""

#Helmand
https://t.co/KP5dIoAtmb",{'Helmand'},0,,"[('Taliban', 'ORGANIZATION')]"
324,"@bong_water_gang @Kurfufel You know close to nothing about the Afghanistan conflict. 

Time spent there is not a measure of success.
Almost all civilian casualties there have been a result of the taliban. The taliban alone killed more afghani people from 1995 to 1999 than the us has in 20 years",set(),0,,"[('Afghanistan', 'LOCATION')]"
325,"People are tired of rulers of “the republic” &amp; the supporters of the Emirate.
“if they[Gov.]can't do that[take control of the area], they should leave the area for the Taliban so we can continue our lives there. They fight and we die.""
@KawoonKhamoosh 
 https://t.co/k92X6eRAvU",set(),0,,"[('Taliban', 'ORGANIZATION')]"
326,"Australian Defence Force orders ban on destruction of evidence from Afghanistan war, as inquiry into alleged war crimes by special forces nears end https://t.co/XFWgSOmJti",set(),1,,"[('Defence', 'ORGANIZATION'), ('Force', 'ORGANIZATION'), ('Afghanistan', 'LOCATION')]"
327,"Without food security, there can be no peace or stability: that is why, on #WorldFoodDay as every day, Germany is committed to combating hunger, e.g. with @Welthungerhilfe in Burundi: https://t.co/yzAUo6DgBY",{'WorldFoodDay'},16,,"[('Germany', 'LOCATION'), ('Burundi', 'LOCATION')]"
328,"@GermanyDiplo @Welthungerhilfe After 40 years of war, natural disasters &amp; persistent poverty, #COVID19 has thrown Afghanistan into an unprecedented health, social &amp; economic crisis. Despite challenges, people need humanitarian assistant  fundraising for Afghan children &amp; women please donate small amount. https://t.co/Na7bzidQBi",{'COVID19'},0,,"[('Afghanistan', 'LOCATION')]"
329,"Warren Buffett spent three decades praising Wells Fargo, but now he's headed for the exit after unloading most of his stake. It's awkward timing for the new CEO https://t.co/GDwiSDw8b6",set(),36,,"[('Warren', 'PERSON'), ('Buffett', 'PERSON'), ('Wells', 'ORGANIZATION'), ('Fargo', 'ORGANIZATION')]"
330,https://t.co/jCbLobipky,set(),0,,[]
331,"@business Share this msg to Mr Warren 
After 40 years of war, natural disasters &amp; persistent poverty, #COVID19 has thrown Afghanistan into an unprecedented health, social &amp; economic crisis. Despite challenges, people need humanitarian assistant  fundraising for Afghan children &amp;women. https://t.co/3fQy9bIJXr",{'COVID19'},0,,"[('Warren', 'PERSON'), ('Afghanistan', 'LOCATION')]"
332,"https://t.co/Heiauq21gQ

""Saturday, a large Taliban force raided their village, prompting a counter-attack by the Afghan military. Gul Mohammad and his family were among the 35,000 residents forcibly displaced that night."" #cherribi",{'cherribi'},0,,"[('Taliban', 'ORGANIZATION'), ('Gul', 'PERSON'), ('Mohammad', 'PERSON')]"
333,"Today, President @realDonaldTrump is in Florida to talk with seniors about his plan to keep healthcare affordable, protect Social Security, and defend vulnerable Americans against the Coronavirus! https://t.co/itQ0pSi5IS",set(),11764,,"[('Florida', 'LOCATION'), ('Social', 'ORGANIZATION'), ('Security', 'ORGANIZATION')]"
334,"@WhiteHouse @realDonaldTrump After 40 years of war, natural disasters &amp; persistent poverty, #COVID19 has thrown Afghanistan into an unprecedented health, social &amp; economic crisis. Despite challenges, people need humanitarian assistant  fundraising for Afghan children, women please donate small amount. https://t.co/WSPe2Betdp",{'COVID19'},0,,"[('Afghanistan', 'LOCATION')]"
335,"In a debate on the global economy hosted by @CNBC’s @geoffcutmore, I spoke about how the support we have put in place has produced exactly the effects we intended. #IMFMeetings https://t.co/NzaWCYIexv",{'IMFMeetings'},74,,"[('CNBC', 'ORGANIZATION')]"
336,"@Lagarde @CNBC @GeoffCutmore After 40 years of war, natural disasters &amp; persistent poverty, #COVID19 has thrown Afghanistan into an unprecedented health, social &amp; economic crisis. Despite challenges, people need humanitarian assistant  fundraising for Afghan children&amp; women . Please donate small amount. https://t.co/VUh2jNRz1R",{'COVID19'},0,,"[('Lagarde', 'PERSON'), ('CNBC', 'ORGANIZATION'), ('Afghanistan', 'LOCATION')]"
337,"@IvankaTrump After 40 years of war, natural disasters &amp; persistent poverty, #COVID19 has thrown Afghanistan into an unprecedented health, social &amp; economic crisis. Despite challenges, people need humanitarian assistant  fundraising for Afghan children, women . https://t.co/OgecnSTI4C",{'COVID19'},0,,"[('Afghanistan', 'LOCATION')]"
338,"Can you volunteer to be a poll worker? Volunteering helps people cast their votes and have their voices heard. For official information from election authorities, visit the Voting Information Center on Facebook, https://t.co/7aUSFlD1i8 https://t.co/IKh7TP7dYm",set(),29,,"[('Voting', 'ORGANIZATION'), ('Information', 'ORGANIZATION'), ('Center', 'ORGANIZATION'), ('on', 'ORGANIZATION'), ('Facebook', 'ORGANIZATION')]"
339,"Spending on the 2020 presidential and congressional races is expected to reach nearly $11,000,000,000. So where is all this money going? @costareports has the details. (via @thenewsoncnbc) https://t.co/iuG1R7JVPg",set(),26,,[]
340,"@Facebook After 40 years of war, natural disasters &amp; persistent poverty, #COVID19 has thrown Afghanistan into an unprecedented health, social &amp; economic crisis. Despite challenges, people need humanitarian assistant  fundraising for Afghan children, women, anyone see this msg please share. https://t.co/HkNJNDO4e9",{'COVID19'},0,,"[('Facebook', 'ORGANIZATION'), ('Afghanistan', 'LOCATION')]"
341,"@CNBC @costareports @thenewsoncnbc After 40 years of war, natural disasters &amp; persistent poverty, #COVID19 has thrown Afghanistan into an unprecedented health, social &amp; economic crisis. Despite challenges, people need humanitarian assistant  fundraising for Afghan children, women, please donate small amount. https://t.co/bxVyO44XP8",{'COVID19'},0,,"[('CNBC', 'ORGANIZATION'), ('Afghanistan', 'LOCATION')]"
342,‘Afghan terrorist’ is doing a lot of work here in this tweet.,set(),0,,[]
